
============================================================
  DEVICE: SW06-PoE-24P-BIURO-1-P1  [10.0.100.16]  vendor: cisco
============================================================

Timestamp : 2026-05-15 12:24:16


------------------------------------------------------------
  CMD: show log
------------------------------------------------------------

Syslog logging: enabled (0 messages dropped, 0 messages rate-limited, 0 flushes, 0 overruns, xml disabled, filtering disabled)

No Active Message Discriminator.



No Inactive Message Discriminator.


    Console logging: level emergencies, 0 messages logged, xml disabled,
                     filtering disabled
    Monitor logging: level debugging, 0 messages logged, xml disabled,
                     filtering disabled
    Buffer logging:  level debugging, 40087 messages logged, xml disabled,
                    filtering disabled
    Exception Logging: size (4096 bytes)
    Count and timestamp logging messages: disabled
    File logging: disabled
    Persistent logging: disabled

No active filter modules.

    Trap logging: level informational, 40053 message lines logged
Mar 10 12:08:57.567: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:08:59.486: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:09:01.494: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:12:55.174: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:12:58.378: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:13:01.356: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:13:02.357: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:15:26.459: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:15:28.461: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:15:30.852: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:15:32.860: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:17:35.885: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:17:39.051: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:17:42.035: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:17:43.036: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:20:06.970: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:20:08.978: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:20:11.295: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:20:13.304: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:21:36.695: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:21:39.820: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:21:42.877: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:21:43.878: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:24:08.336: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:24:10.339: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:24:12.331: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:24:14.339: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:25:37.574: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:25:40.777: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:25:43.876: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:25:44.877: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:28:09.252: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:28:11.260: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:28:13.089: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:28:15.103: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:29:38.295: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:29:41.420: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:29:44.477: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:29:45.478: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:36:39.851: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:36:41.859: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:36:44.051: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:36:46.059: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:37:40.141: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:37:41.143: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:37:46.444: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:37:47.445: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:40:11.421: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:40:13.439: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:40:16.056: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:40:18.064: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:41:00.617: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:41:03.742: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:41:06.804: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:41:07.805: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:43:32.190: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:43:34.198: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:43:36.148: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:43:38.156: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:44:21.228: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:44:24.343: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:44:27.321: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:44:28.322: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:46:52.502: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:46:54.510: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:46:56.865: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:46:58.873: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:47:41.824: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:47:44.986: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:47:48.084: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:47:49.086: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:50:13.465: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:50:15.473: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:50:17.387: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:50:19.395: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:51:02.221: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:51:05.388: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:51:08.449: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:51:09.451: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:55:03.776: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:55:05.784: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:55:08.977: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:55:09.983: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:55:12.002: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:55:13.003: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:58:10.939: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/13, changed state to down
Mar 10 12:58:11.945: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/13, changed state to down
Mar 10 12:58:14.483: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/13, changed state to up
Mar 10 12:58:15.484: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/13, changed state to up
Mar 10 12:59:03.396: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:59:06.841: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 12:59:09.939: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 12:59:10.941: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:01:02.629: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to down
Mar 10 13:01:03.636: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to down
Mar 10 13:01:11.889: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/18, changed state to up
Mar 10 13:01:12.890: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/18, changed state to up
Mar 10 13:01:33.548: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:01:35.551: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:01:37.831: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:01:39.887: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:02:23.908: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:02:27.033: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:02:30.053: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:02:31.054: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:04:55.061: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:04:57.069: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:04:59.502: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:05:01.515: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:05:44.357: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:05:47.518: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:05:50.496: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:05:51.498: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:08:15.673: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:08:17.681: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:08:19.951: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:08:21.991: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:09:04.869: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:09:07.988: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:09:11.008: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:09:12.010: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:11:36.122: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:11:38.125: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:11:40.442: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:11:42.445: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:13:05.674: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:13:08.799: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:13:11.861: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:13:12.862: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:15:37.242: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:15:39.250: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:15:42.610: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:15:44.619: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:16:26.317: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:16:29.442: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:16:32.504: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:16:33.505: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:18:56.474: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:18:58.482: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:19:00.354: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:19:02.362: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:20:26.844: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:20:30.011: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:20:32.989: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:20:33.991: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:21:57.083: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/15, changed state to down
Mar 10 13:21:58.090: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/15, changed state to down
Mar 10 13:22:56.503: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/15, changed state to up
Mar 10 13:22:57.505: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/15, changed state to up
Mar 10 13:23:06.958: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/15, changed state to down
Mar 10 13:23:07.965: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/15, changed state to down
Mar 10 13:23:10.744: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/15, changed state to up
Mar 10 13:23:11.745: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/15, changed state to up
Mar 10 13:23:28.240: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:23:30.253: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:23:32.807: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:23:34.815: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:23:47.849: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:23:48.851: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:23:54.586: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:23:55.588: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:26:18.997: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:26:21.000: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:26:23.318: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:26:25.326: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:27:08.408: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:27:11.533: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:27:14.553: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:27:15.555: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:29:40.034: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:29:41.040: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:29:43.059: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:29:47.044: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:30:28.994: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:30:32.119: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:30:35.144: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:30:36.145: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:32:59.602: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:33:01.605: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:33:03.518: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:33:05.532: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:34:29.642: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:34:32.766: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:34:35.781: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:34:36.783: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:38:00.797: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:38:02.805: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:38:05.159: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:38:07.167: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:38:30.531: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:38:33.692: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:38:36.749: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:38:37.766: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:41:02.051: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:41:04.059: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:41:05.973: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:41:07.981: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:41:51.090: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:41:54.183: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:41:57.245: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:41:58.247: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:44:22.710: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:44:24.718: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:44:26.548: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:44:28.561: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:45:11.628: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:45:14.758: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:45:17.778: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:45:18.780: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:47:42.949: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:47:44.957: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:47:48.549: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:47:50.557: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:48:32.234: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:48:35.317: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:48:38.337: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:48:39.339: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:51:02.224: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:51:04.232: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:51:06.586: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:51:08.594: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:51:53.821: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:51:56.988: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:52:00.050: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:52:01.051: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:54:25.268: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:54:27.276: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:54:29.316: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:54:31.324: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:55:56.068: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:55:59.193: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to down
Mar 10 13:56:02.213: %LINK-3-UPDOWN: Interface GigabitEthernet1/0/12, changed state to up
Mar 10 13:56:03.214: %LINEPROTO-5-UPDOWN: Line protocol on Interface GigabitEthernet1/0/12, changed state to up
